20250731174843,25.20,43.50
20250731174858,25.00,43.50
20250731174913,25.00,43.60
20250731174928,24.90,43.60
20250731174943,24.80,43.60
20250731174958,24.80,43.60
20250731175013,24.90,43.60
20250731175028,25.00,43.60
20250731175043,24.80,43.60
20250731175058,25.00,43.60
20250731175113,25.00,43.40
20250731175128,25.00,43.30
20250731175143,24.90,43.30
20250731175158,24.90,43.30
20250731175213,24.80,43.30
20250731175228,24.80,43.30
20250731175243,25.00,43.30
20250731175258,25.00,43.30
20250731175313,24.90,43.40
20250731175328,25.10,43.40
20250731175343,24.70,43.40
20250731175358,25.00,43.40
20250731175413,25.00,43.30
20250731175428,25.10,43.30
20250731175443,25.10,43.30
20250731175458,25.00,43.40
20250731175513,24.90,43.40
20250731175528,24.90,43.40
20250731175543,24.90,43.40
20250731175558,24.80,43.40
20250731175613,24.80,43.40
20250731175628,24.80,43.40
20250731175643,24.80,43.40
20250731175658,24.80,43.50
20250731175713,24.70,43.50
20250731175728,24.70,43.60
20250731175743,24.60,43.60
20250731175758,24.60,43.60
20250731175813,24.60,43.60
20250731175828,24.60,43.70
20250731175843,24.60,43.70
20250731175858,24.50,43.80
20250731175913,24.50,43.70
20250731175928,24.50,43.70
20250731175943,24.70,43.70
20250731175958,24.80,43.70
20250731180013,24.50,43.80
20250731180028,24.50,44.00
20250731180043,24.40,44.10
20250731180058,24.40,44.20
20250731180113,24.20,44.40
20250731180128,24.10,44.50
20250731180143,24.00,44.60
20250731180158,24.40,44.80
20250731180213,19.80,44.80
20250731180228,19.90,44.90
20250731180243,19.80,44.90
20250731180258,19.80,45.00
20250731180313,19.70,45.00
20250731180328,19.60,45.10
20250731180343,19.60,45.10
20250731180358,19.60,45.20
20250731180413,19.60,45.20
20250731180428,19.40,45.30
20250731180443,19.40,45.30
20250731180458,19.40,45.30
20250731180513,19.40,45.30
20250731180528,19.50,45.20
20250731180543,19.50,45.10
20250731180558,19.60,45.00
20250731180613,19.70,44.80
20250731180628,19.70,44.70
20250731180643,24.10,44.60
20250731180658,19.90,44.50
20250731180713,19.90,44.30
20250731180728,24.00,44.30
20250731180743,24.00,44.30
20250731180758,24.00,44.30
20250731180813,24.20,44.20
20250731180828,24.10,44.20
20250731180843,24.10,44.20
20250731180858,24.20,44.20
20250731180913,24.00,44.30
20250731180928,24.00,44.30
20250731180943,19.80,44.30
20250731180958,19.80,44.30
20250731181013,19.70,44.30
20250731181028,19.80,44.20
20250731181043,19.90,44.10
20250731181058,19.90,44.10
20250731181113,19.90,44.00
20250731181128,19.90,44.00
20250731181143,24.00,44.00
20250731181158,19.80,44.00
20250731181213,24.00,44.00
20250731181228,19.90,44.00
20250731181243,19.90,44.00
20250731181258,19.90,44.00
20250731181313,24.10,44.10
20250731181328,19.90,44.10
20250731181343,19.70,44.10
20250731181358,19.60,44.10
20250731181413,19.70,44.10
20250731181428,19.70,44.00
20250731181443,19.60,44.00
20250731181458,19.60,44.00
20250731181513,19.60,44.00
20250731181528,19.60,43.90
20250731181543,19.70,43.90
20250731181558,19.70,43.80
20250731181613,19.70,43.80
20250731181628,19.70,43.70
20250731181643,19.70,43.70
20250731181658,19.70,43.70
20250731181713,19.90,43.60
20250731181728,19.80,43.60
20250731181743,19.80,43.50
20250731181758,24.40,43.50
20250731181813,24.20,43.40
20250731181828,24.10,43.50
20250731181843,24.00,43.50
20250731181859,24.00,43.50
20250731181914,24.10,43.50
20250731181929,24.10,43.50
20250731181944,24.00,43.50
20250731181959,24.30,43.60
20250731182014,24.00,43.60
20250731182029,24.00,43.70
20250731182044,19.90,43.70
20250731182059,19.90,43.70
20250731182114,19.80,43.70
20250731182129,19.80,43.70
20250731182144,19.80,43.50
20250731182159,19.90,43.30
20250731182214,24.00,43.10
20250731182229,24.20,42.90
20250731182244,24.40,42.70
20250731182300,24.50,42.60
20250731182314,24.50,42.60
20250731182329,24.50,42.70
20250731182344,24.50,42.70
20250731182359,24.50,42.80
20250731182414,24.40,42.90
20250731182429,24.40,42.90
20250731182444,24.30,43.00
20250731182459,24.20,43.00
20250731182514,24.30,43.10
20250731182529,24.20,43.10
20250731182544,24.20,43.20
20250731182559,24.20,43.30
20250731182614,24.40,43.30
20250731182629,24.10,43.40
20250731182644,24.00,43.50
20250731182659,24.10,43.50
